"TANDIL BACKEND — API INDEX (each row = one unique API: METHOD + path; duplicates from Postman removed)",,,,,,,
,,,,,,,
"HOW TO USE THIS FILE",,,,,,,
"Sort or filter by column ""Audience"" for Client, Admin, Supervisor, etc. Use ""Postman root folder"" to jump to the same top folder in Postman.",,,,,,,
,,,,,,,
"WHERE EACH USER TYPE STARTS IN POSTMAN (folder numbers match tandil_backend.json)",,,,,,,
"Shared / entry","Folder ""1. Health Check - START HERE"" (health check first; wallet summaries listed here are shared across roles).",,,,,,,
"All roles","Folder ""2. Authentication"" (register, login, password, email verification).",,,,,,,
Client,"Folders ""3."" through ""8."" (profile, subscriptions, banners, visits, reports, shop & orders; payments under ""8."").",,,,,,,
Technician,"Folder ""9. Technician Dashboard – All APIs"".",,,,,,,
Supervisor,"Folder ""10. Supervisor Dashboard – All APIs"".",,,,,,,
"Area Manager","Folder ""11. Area Manager Dashboard – All APIs"".",,,,,,,
"HR Manager","Folder ""12. HR Manager Dashboard – All APIs"".",,,,,,,
Admin,"Folders ""13."" through ""16."" (stats & users, reports, support tickets, settings).",,,,,,,
"Cross-role / other","Folder ""17. Other Modules"" (e.g. notifications hub, shared utilities).",,,,,,,
,,,,,,,
"Sr. No.",Audience,"Postman root folder",Name,"Module (full path in Postman)",Methods,Endpoint,Status
261,"Admin — folders 13–16 in Postman","14. Admin Dashboard – Reports Management","Delete Report","14. Admin Dashboard – Reports Management",DELETE,/api/admin/reports/1,Active
262,"Admin — folders 13–16 in Postman","15. Admin – Support Tickets","GET List Support Tickets","15. Admin – Support Tickets",GET,/api/admin/support-tickets,Active
263,"Admin — folders 13–16 in Postman","15. Admin – Support Tickets","GET Support Ticket by ID","15. Admin – Support Tickets",GET,/api/admin/support-tickets/{{ticket_id}},Active
264,"Admin — folders 13–16 in Postman","15. Admin – Support Tickets","POST Reply to Ticket","15. Admin – Support Tickets",POST,/api/admin/support-tickets/{{ticket_id}}/reply,Active
265,"Admin — folders 13–16 in Postman","15. Admin – Support Tickets","PUT Update Ticket Status","15. Admin – Support Tickets",PUT,/api/admin/support-tickets/{{ticket_id}}/status,Active
266,"Admin — folders 13–16 in Postman","16. Admin Dashboard – Settings (Mobile)","Get All Settings","16. Admin Dashboard – Settings (Mobile)",GET,/api/admin/settings,Active
267,"Admin — folders 13–16 in Postman","16. Admin Dashboard – Settings (Mobile)","Get System Settings","16. Admin Dashboard – Settings (Mobile)",GET,/api/admin/settings/system,Active
268,"Admin — folders 13–16 in Postman","16. Admin Dashboard – Settings (Mobile)","Update System Settings","16. Admin Dashboard – Settings (Mobile)",PUT,/api/admin/settings/system,Active
269,"Admin — folders 13–16 in Postman","16. Admin Dashboard – Settings (Mobile)","Get Theme","16. Admin Dashboard – Settings (Mobile)",GET,/api/admin/settings/theme,Active
270,"Admin — folders 13–16 in Postman","16. Admin Dashboard – Settings (Mobile)","Update Theme","16. Admin Dashboard – Settings (Mobile)",PUT,/api/admin/settings/theme,Active
271,"Admin — folders 13–16 in Postman","16. Admin Dashboard – Settings (Mobile)","Get Language","16. Admin Dashboard – Settings (Mobile)",GET,/api/admin/settings/language,Active
272,"Admin — folders 13–16 in Postman","16. Admin Dashboard – Settings (Mobile)","Update Language","16. Admin Dashboard – Settings (Mobile)",PUT,/api/admin/settings/language,Active
273,"Admin — folders 13–16 in Postman","16. Admin Dashboard – Settings (Mobile)","Get Payment Settings","16. Admin Dashboard – Settings (Mobile)",GET,/api/admin/settings/payment,Active
274,"Admin — folders 13–16 in Postman","16. Admin Dashboard – Settings (Mobile)","Update Payment Settings","16. Admin Dashboard – Settings (Mobile)",PUT,/api/admin/settings/payment,Active
275,"Admin — folders 13–16 in Postman","16. Admin Dashboard – Settings (Mobile)","Get Shop Settings (Shipping & Tax)","16. Admin Dashboard – Settings (Mobile)",GET,/api/admin/settings/shop,Active
276,"Admin — folders 13–16 in Postman","16. Admin Dashboard – Settings (Mobile)","Update Shop Settings (Shipping & Tax)","16. Admin Dashboard – Settings (Mobile)",PUT,/api/admin/settings/shop,Active
277,"Admin — folders 13–16 in Postman","16. Admin Dashboard – Settings (Mobile)","Get Legal (Privacy or Terms)","16. Admin Dashboard – Settings (Mobile)",GET,/api/admin/settings/legal,Active
278,"Admin — folders 13–16 in Postman","16. Admin Dashboard – Settings (Mobile)","Export Data","16. Admin Dashboard – Settings (Mobile)",POST,/api/admin/settings/export-data,Active
,"--- Cross-role / other modules — folder 17 ---",,,,,,
280,"Cross-role / other modules — folder 17","17. Other Modules","List (Public)","17. Other Modules > Exclusive Offers",GET,/api/exclusive-offers,Active
281,"Cross-role / other modules — folder 17","17. Other Modules","Get by ID (Public)","17. Other Modules > Exclusive Offers",GET,/api/exclusive-offers/{{offer_id}},Active
282,"Cross-role / other modules — folder 17","17. Other Modules","Admin - List","17. Other Modules > Exclusive Offers",GET,/api/admin/exclusive-offers,Active
283,"Cross-role / other modules — folder 17","17. Other Modules","Admin - Create","17. Other Modules > Exclusive Offers",POST,/api/admin/exclusive-offers,Active
284,"Cross-role / other modules — folder 17","17. Other Modules","Admin - Get","17. Other Modules > Exclusive Offers",GET,/api/admin/exclusive-offers/{{offer_id}},Active
285,"Cross-role / other modules — folder 17","17. Other Modules","Admin - Update","17. Other Modules > Exclusive Offers",POST,/api/admin/exclusive-offers/{{offer_id}},Active
286,"Cross-role / other modules — folder 17","17. Other Modules","Admin - Delete","17. Other Modules > Exclusive Offers",DELETE,/api/admin/exclusive-offers/{{offer_id}},Active
287,"Cross-role / other modules — folder 17","17. Other Modules",List,"17. Other Modules > Complaints",GET,/api/auth/complaints,Active
288,"Cross-role / other modules — folder 17","17. Other Modules","Complaints - Create","17. Other Modules > Complaints",POST,/api/auth/complaints,Active
289,"Cross-role / other modules — folder 17","17. Other Modules","Complaints - Get","17. Other Modules > Complaints",GET,/api/auth/complaints/{{complaint_id}},Active
290,"Cross-role / other modules — folder 17","17. Other Modules","Complaints - Update","17. Other Modules > Complaints",PUT,/api/auth/complaints/{{complaint_id}},Active
291,"Cross-role / other modules — folder 17","17. Other Modules","Complaints - Delete","17. Other Modules > Complaints",DELETE,/api/auth/complaints/{{complaint_id}},Active
292,"Cross-role / other modules — folder 17","17. Other Modules",List,"17. Other Modules > Tips",GET,/api/tips,Active
293,"Cross-role / other modules — folder 17","17. Other Modules","Tips - Create/Send","17. Other Modules > Tips",POST,/api/tips,Active
294,"Cross-role / other modules — folder 17","17. Other Modules","Tips - Get Details","17. Other Modules > Tips",GET,/api/tips/{{tip_id}},Active
295,"Cross-role / other modules — folder 17","17. Other Modules","Tips - Update","17. Other Modules > Tips",PUT,/api/tips/{{tip_id}},Active
296,"Cross-role / other modules — folder 17","17. Other Modules","Tips - Delete","17. Other Modules > Tips",DELETE,/api/tips/{{tip_id}},Active
297,"Cross-role / other modules — folder 17","17. Other Modules",List,"17. Other Modules > Notifications",GET,/api/notifications,Active
298,"Cross-role / other modules — folder 17","17. Other Modules","Notifications - Mark as Read","17. Other Modules > Notifications",POST,/api/notifications/{{notification_id}}/mark-read,Active
299,"Cross-role / other modules — folder 17","17. Other Modules","Notifications - Mark All as Read","17. Other Modules > Notifications",POST,/api/notifications/mark-all-read,Active
300,"Cross-role / other modules — folder 17","17. Other Modules","Notifications - Delete","17. Other Modules > Notifications",DELETE,/api/notifications/{{notification_id}},Active
301,"Cross-role / other modules — folder 17","17. Other Modules","Notifications - Clear All","17. Other Modules > Notifications",POST,/api/notifications/clear-all,Active
302,"Cross-role / other modules — folder 17","17. Other Modules",List,"17. Other Modules > Admin - Categories",GET,/api/admin/categories,Active
303,"Cross-role / other modules — folder 17","17. Other Modules","Categories - Create","17. Other Modules > Admin - Categories",POST,/api/admin/categories,Active
304,"Cross-role / other modules — folder 17","17. Other Modules","Categories - Get","17. Other Modules > Admin - Categories",GET,/api/admin/categories/{{category_id}},Active
305,"Cross-role / other modules — folder 17","17. Other Modules","Categories - Update","17. Other Modules > Admin - Categories",POST,/api/admin/categories/{{category_id}},Active
306,"Cross-role / other modules — folder 17","17. Other Modules","Categories - Toggle Status","17. Other Modules > Admin - Categories",POST,/api/admin/categories/{{category_id}}/toggle-status,Active
307,"Cross-role / other modules — folder 17","17. Other Modules","Categories - Delete","17. Other Modules > Admin - Categories",DELETE,/api/admin/categories/{{category_id}},Active
308,"Cross-role / other modules — folder 17","17. Other Modules","Services - List","17. Other Modules > Admin - Services",GET,/api/admin/services,Active
309,"Cross-role / other modules — folder 17","17. Other Modules","Services - Create","17. Other Modules > Admin - Services",POST,/api/admin/services,Active
310,"Cross-role / other modules — folder 17","17. Other Modules","Services - Get","17. Other Modules > Admin - Services",GET,/api/admin/services/{{service_id}},Active
311,"Cross-role / other modules — folder 17","17. Other Modules","Services - Update","17. Other Modules > Admin - Services",POST,/api/admin/services/{{service_id}},Active
312,"Cross-role / other modules — folder 17","17. Other Modules","Services - Toggle Status","17. Other Modules > Admin - Services",POST,/api/admin/services/{{service_id}}/toggle-status,Active
313,"Cross-role / other modules — folder 17","17. Other Modules","Services - Delete","17. Other Modules > Admin - Services",DELETE,/api/admin/services/{{service_id}},Active
314,"Cross-role / other modules — folder 17","17. Other Modules","Areas - Get All","17. Other Modules > Admin - Areas (Zones)",GET,/api/admin/areas,Active
315,"Cross-role / other modules — folder 17","17. Other Modules","Operational Areas - Dashboard (App UI)","17. Other Modules > Admin - Areas (Zones)",GET,/api/admin/operational-areas,Active
316,"Cross-role / other modules — folder 17","17. Other Modules","Operational Areas - Toggle Active","17. Other Modules > Admin - Areas (Zones)",POST,/api/admin/operational-areas/{{area_id}}/toggle-active,Active
317,"Cross-role / other modules — folder 17","17. Other Modules","All Technicians (Admin)","17. Other Modules > Admin - Areas (Zones)",GET,/api/admin/technicians,Active
318,"Cross-role / other modules — folder 17","17. Other Modules","Technicians for Zones (list)","17. Other Modules > Admin - Areas (Zones)",GET,/api/admin/technicians-for-zones,Active
319,"Cross-role / other modules — folder 17","17. Other Modules","Supervisors for Zones (list)","17. Other Modules > Admin - Areas (Zones)",GET,/api/admin/supervisors-for-zones,Active
320,"Cross-role / other modules — folder 17","17. Other Modules","All Supervisors (Admin)","17. Other Modules > Admin - Areas (Zones)",GET,/api/admin/supervisors,Active
321,"Cross-role / other modules — folder 17","17. Other Modules","Supervisor Team (get)","17. Other Modules > Admin - Areas (Zones)",GET,/api/admin/supervisors/{{supervisor_id}}/team,Active
322,"Cross-role / other modules — folder 17","17. Other Modules","Supervisor Team - Add member","17. Other Modules > Admin - Areas (Zones)",POST,/api/admin/supervisors/{{supervisor_id}}/team,Active
323,"Cross-role / other modules — folder 17","17. Other Modules","Supervisor Team - Remove member","17. Other Modules > Admin - Areas (Zones)",DELETE,/api/admin/supervisors/{{supervisor_id}}/team,Active
324,"Cross-role / other modules — folder 17","17. Other Modules","Areas - Create","17. Other Modules > Admin - Areas (Zones)",POST,/api/admin/areas,Active
325,"Cross-role / other modules — folder 17","17. Other Modules","Areas - Get","17. Other Modules > Admin - Areas (Zones)",GET,/api/admin/areas/{{area_id}},Active
326,"Cross-role / other modules — folder 17","17. Other Modules","Areas - Update","17. Other Modules > Admin - Areas (Zones)",POST,/api/admin/areas/{{area_id}},Active
327,"Cross-role / other modules — folder 17","17. Other Modules","Areas - Delete","17. Other Modules > Admin - Areas (Zones)",DELETE,/api/admin/areas/{{area_id}},Active
328,"Cross-role / other modules — folder 17","17. Other Modules","Tech - Get Assigned Visits (Auth)","17. Other Modules > Alternative Routes - Technician (under /api/auth/tech)",GET,/api/auth/tech/visits,Active
329,"Cross-role / other modules — folder 17","17. Other Modules","Tech - Accept Visit (Auth)","17. Other Modules > Alternative Routes - Technician (under /api/auth/tech)",POST,/api/auth/tech/visits/{{visit_id}}/accept,Active
330,"Cross-role / other modules — folder 17","17. Other Modules","Tech - Start Visit (Auth)","17. Other Modules > Alternative Routes - Technician (under /api/auth/tech)",POST,/api/auth/tech/visits/{{visit_id}}/start,Active
331,"Cross-role / other modules — folder 17","17. Other Modules","Tech - Complete Visit (Auth)","17. Other Modules > Alternative Routes - Technician (under /api/auth/tech)",POST,/api/auth/tech/visits/{{visit_id}}/complete,Active
332,"Cross-role / other modules — folder 17","17. Other Modules","Tech - Upload Photo (Auth)","17. Other Modules > Alternative Routes - Technician (under /api/auth/tech)",POST,/api/auth/tech/visits/{{visit_id}}/photos,Active
333,"Cross-role / other modules — folder 17","17. Other Modules","Supervisor - List Visits (Auth)","17. Other Modules > Alternative Routes - Supervisor (under /api/auth/supervisor)",GET,/api/auth/supervisor/visits,Active
334,"Cross-role / other modules — folder 17","17. Other Modules","Supervisor - Review Visit (Auth)","17. Other Modules > Alternative Routes - Supervisor (under /api/auth/supervisor)",GET,/api/auth/supervisor/visits/{{visit_id}},Active
335,"Cross-role / other modules — folder 17","17. Other Modules","Supervisor - Recommend Products (Auth)","17. Other Modules > Alternative Routes - Supervisor (under /api/auth/supervisor)",POST,/api/auth/supervisor/visits/{{visit_id}}/recommend,Active
336,"Cross-role / other modules — folder 17","17. Other Modules","Supervisor - Finalize Report (Auth)","17. Other Modules > Alternative Routes - Supervisor (under /api/auth/supervisor)",POST,/api/auth/supervisor/visits/{{visit_id}}/finalize,Active
337,"Cross-role / other modules — folder 17","17. Other Modules","Supervisor - Update Visit Status (Auth)","17. Other Modules > Alternative Routes - Supervisor (under /api/auth/supervisor)",POST,/api/auth/supervisor/visits/{{visit_id}}/status,Active
338,"Cross-role / other modules — folder 17","17. Other Modules","Supervisor - List Areas (Auth)","17. Other Modules > Alternative Routes - Supervisor (under /api/auth/supervisor)",GET,/api/auth/supervisor/areas,Active
339,"Cross-role / other modules — folder 17","17. Other Modules","Supervisor - List Complaints (Auth)","17. Other Modules > Alternative Routes - Supervisor (under /api/auth/supervisor)",GET,/api/auth/supervisor/complaints,Active
340,"Cross-role / other modules — folder 17","17. Other Modules","Supervisor - Escalate Complaint (Auth)","17. Other Modules > Alternative Routes - Supervisor (under /api/auth/supervisor)",POST,/api/auth/supervisor/complaints/{{complaint_id}}/escalate,Active
341,"Cross-role / other modules — folder 17","17. Other Modules","List (paginated)","17. Other Modules > Services (Public)",GET,/api/services,Active
342,"Cross-role / other modules — folder 17","17. Other Modules","Get single service (category)","17. Other Modules > Services (Public)",GET,/api/services/{{service_id}},Active
343,"Cross-role / other modules — folder 17","17. Other Modules","Get all products of services","17. Other Modules > Services (Public)",GET,/api/services/products,Active
344,"Cross-role / other modules — folder 17","17. Other Modules","Get products by service","17. Other Modules > Services (Public)",GET,/api/services/{{service_id}}/products,Active
345,"Cross-role / other modules — folder 17","17. Other Modules","Get Categories","17. Other Modules > Services (Public)",GET,/api/services/categories,Active
346,"Cross-role / other modules — folder 17","17. Other Modules","Get by Category (category + products)","17. Other Modules > Services (Public)",GET,/api/services/category/{{category_id}},Active
347,"Cross-role / other modules — folder 17","17. Other Modules","User Profile - Update","17. Other Modules > User Profile",PUT,/api/user/profile,Active
348,"Cross-role / other modules — folder 17","17. Other Modules",Update,"17. Other Modules > User Addresses",POST,/api/user/addresses/{{address_id}},Active
349,"Cross-role / other modules — folder 17","17. Other Modules","Mark as Read","17. Other Modules > User Notifications",POST,/api/user/notifications/{{notification_id}}/read,Active
350,"Cross-role / other modules — folder 17","17. Other Modules","Mark All as Read","17. Other Modules > User Notifications",POST,/api/user/notifications/read-all,Active
,"--- Other / ungrouped ---",,,,,,
351,"Other / ungrouped","3a. Client Dashboard – Settings","Dashboard settings (GET)","3a. Client Dashboard – Settings",GET,/api/client/settings/dashboard,Active
352,"Other / ungrouped","3a. Client Dashboard – Settings","Memberships (GET)","3a. Client Dashboard – Settings",GET,/api/client/memberships,Active
353,"Other / ungrouped","3b. Client Profile – All Settings (One Place) [13 requests]","2. Personal Information – Get (GET)","3b. Client Profile – All Settings (One Place) [13 requests]",GET,/api/user/profile,Active
354,"Other / ungrouped","3b. Client Profile – All Settings (One Place) [13 requests]","3. Personal Information – Update (PUT/POST)","3b. Client Profile – All Settings (One Place) [13 requests]",POST,/api/user/profile,Active
355,"Other / ungrouped","3b. Client Profile – All Settings (One Place) [13 requests]","4. Addresses – List (GET)","3b. Client Profile – All Settings (One Place) [13 requests]",GET,/api/user/addresses,Active
356,"Other / ungrouped","3b. Client Profile – All Settings (One Place) [13 requests]","5. Addresses – Create (POST)","3b. Client Profile – All Settings (One Place) [13 requests]",POST,/api/user/addresses,Active
357,"Other / ungrouped","3b. Client Profile – All Settings (One Place) [13 requests]","6. Addresses – Update (PUT)","3b. Client Profile – All Settings (One Place) [13 requests]",PUT,/api/user/addresses/{{address_id}},Active
358,"Other / ungrouped","3b. Client Profile – All Settings (One Place) [13 requests]","7. Addresses – Delete (DELETE)","3b. Client Profile – All Settings (One Place) [13 requests]",DELETE,/api/user/addresses/{{address_id}},Active
359,"Other / ungrouped","3b. Client Profile – All Settings (One Place) [13 requests]","8. Payment Methods (GET)","3b. Client Profile – All Settings (One Place) [13 requests]",GET,/api/user/payment-methods,Active
360,"Other / ungrouped","3b. Client Profile – All Settings (One Place) [13 requests]","9. Notifications (GET)","3b. Client Profile – All Settings (One Place) [13 requests]",GET,/api/user/notifications,Active
361,"Other / ungrouped","3b. Client Profile – All Settings (One Place) [13 requests]","9b. Notifications – Clear All (POST)","3b. Client Profile – All Settings (One Place) [13 requests]",POST,/api/user/notifications/clear-all,Active
362,"Other / ungrouped","3b. Client Profile – All Settings (One Place) [13 requests]","10. Help and Support – Help Center (GET)","3b. Client Profile – All Settings (One Place) [13 requests]",GET,/api/support/help-center,Active
363,"Other / ungrouped","3b. Client Profile – All Settings (One Place) [13 requests]","11. Help and Support – Submit ticket (POST)","3b. Client Profile – All Settings (One Place) [13 requests]",POST,/api/support/tickets,Active
364,"Other / ungrouped","3b. Client Profile – All Settings (One Place) [13 requests]","12. Help and Support – List my tickets (GET)","3b. Client Profile – All Settings (One Place) [13 requests]",GET,/api/support/tickets,Active
365,"Other / ungrouped","3b. Client Profile – All Settings (One Place) [13 requests]","13. Help and Support – Get ticket by ID (GET)","3b. Client Profile – All Settings (One Place) [13 requests]",GET,/api/support/tickets/{{ticket_id}},Active
366,"Other / ungrouped","3b. Client Profile – All Settings (One Place) [13 requests]","14. Help and Support – Reply to my ticket (POST)","3b. Client Profile – All Settings (One Place) [13 requests]",POST,/api/support/tickets/{{ticket_id}}/reply,Active
367,"Other / ungrouped","5b. Admin Dashboard – Banners","List All Banners (Admin)","5b. Admin Dashboard – Banners",GET,/api/admin/banners,Active
368,"Other / ungrouped","5b. Admin Dashboard – Banners","Create Banner","5b. Admin Dashboard – Banners",POST,/api/admin/banners,Active
369,"Other / ungrouped","5b. Admin Dashboard – Banners","Get Banner (Admin)","5b. Admin Dashboard – Banners",GET,/api/admin/banners/{{banner_id}},Active
370,"Other / ungrouped","5b. Admin Dashboard – Banners","Update Banner","5b. Admin Dashboard – Banners",POST,/api/admin/banners/{{banner_id}},Active
371,"Other / ungrouped","5b. Admin Dashboard – Banners","Update Banner Order","5b. Admin Dashboard – Banners",POST,/api/admin/banners/update-order,Active
372,"Other / ungrouped","5b. Admin Dashboard – Banners","Toggle Banner Status","5b. Admin Dashboard – Banners",POST,/api/admin/banners/{{banner_id}}/toggle-status,Active
373,"Other / ungrouped","5b. Admin Dashboard – Banners","Delete Banner","5b. Admin Dashboard – Banners",DELETE,/api/admin/banners/{{banner_id}},Active
374,"Other / ungrouped","5c. Client Dashboard – Packages (Customer Home)","List Packages","5c. Client Dashboard – Packages (Customer Home)",GET,/api/packages,Active
375,"Other / ungrouped","5d. Admin Dashboard – Packages","List Packages (Admin)","5d. Admin Dashboard – Packages",GET,/api/admin/packages,Active
376,"Other / ungrouped","5d. Admin Dashboard – Packages","Create Package","5d. Admin Dashboard – Packages",POST,/api/admin/packages,Active
377,"Other / ungrouped","5d. Admin Dashboard – Packages","Update Package","5d. Admin Dashboard – Packages",PUT,/api/admin/packages/1,Active
378,"Other / ungrouped","5e. Admin Dashboard – Orders Export","Export Orders (CSV)","5e. Admin Dashboard – Orders Export",GET,/api/admin/orders/export,Active
379,"Other / ungrouped","5e. Admin Dashboard – Orders Export","Send Orders to Supplier","5e. Admin Dashboard – Orders Export",POST,/api/admin/orders/send-to-supplier,Active
380,"Other / ungrouped","5e. Admin Dashboard – Orders Export","Cancel Order (Admin)","5e. Admin Dashboard – Orders Export",POST,/api/admin/orders/{{order_id}}/cancel,Active
381,"Other / ungrouped","5e. Admin Dashboard – Orders Export","Bulk Delete Orders (Admin)","5e. Admin Dashboard – Orders Export",POST,/api/admin/orders/bulk-delete,Active
382,"Other / ungrouped","5e. Admin Dashboard – Orders Export","Refund Order (Admin)","5e. Admin Dashboard – Orders Export",POST,/api/admin/orders/{{order_id}}/refund,Active
383,"Other / ungrouped","8b. Client Dashboard – Maintenance Photos","List Maintenance Photos","8b. Client Dashboard – Maintenance Photos",GET,/api/maintenance-photos,Active
384,"Other / ungrouped","8b. Client Dashboard – Maintenance Photos","Get Maintenance Photos by Visit","8b. Client Dashboard – Maintenance Photos",GET,/api/maintenance-photos/visit/{{visit_id}},Active
385,"Other / ungrouped","Notifications – All roles (hub)","Delivery analytics","Notifications – All roles (hub) > Admin – /api/admin/notifications",GET,/api/admin/notifications/delivery-stats,Active
386,"Other / ungrouped","Notifications – All roles (hub)","Broadcast send","Notifications – All roles (hub) > Admin – /api/admin/notifications",POST,/api/admin/notifications/broadcast,Active
387,"Other / ungrouped","Notifications – All roles (hub)","Broadcasts list","Notifications – All roles (hub) > Admin – /api/admin/notifications",GET,/api/admin/notifications/broadcasts,Active
388,"Other / ungrouped","Notifications – All roles (hub)","Broadcast detail","Notifications – All roles (hub) > Admin – /api/admin/notifications",GET,/api/admin/notifications/broadcasts/{{broadcast_id}},Active
389,"Other / ungrouped","Notifications – All roles (hub)","Statics list (with filters)","Notifications – All roles (hub) > Admin – /api/admin/notifications",GET,/api/admin/notifications,Active
390,"Other / ungrouped","Notifications – All roles (hub)","Mark as read","Notifications – All roles (hub) > Admin – /api/admin/notifications",POST,/api/admin/notifications/{{notification_id}}/mark-read,Active
391,"Other / ungrouped","Notifications – All roles (hub)","Mark all as read","Notifications – All roles (hub) > Admin – /api/admin/notifications",POST,/api/admin/notifications/mark-all-read,Active
392,"Other / ungrouped","Notifications – All roles (hub)","Delete one","Notifications – All roles (hub) > Admin – /api/admin/notifications",DELETE,/api/admin/notifications/{{notification_id}},Active
393,"Other / ungrouped","Notifications – All roles (hub)","Clear all","Notifications – All roles (hub) > Admin – /api/admin/notifications",POST,/api/admin/notifications/clear-all,Active
394,"Other / ungrouped","Products - All APIs","List Products","Products - All APIs > Public (no auth)",GET,/api/shop/products,Active
395,"Other / ungrouped","Products - All APIs","Featured Products","Products - All APIs > Public (no auth)",GET,/api/shop/products/featured,Active
396,"Other / ungrouped","Products - All APIs","Get Product Details","Products - All APIs > Public (no auth)",GET,/api/shop/products/{{product_id}},Active
397,"Other / ungrouped","Products - All APIs","Get Categories","Products - All APIs > Public (no auth)",GET,/api/shop/products/categories,Active
398,"Other / ungrouped","Products - All APIs","Get Products by Category","Products - All APIs > Public (no auth)",GET,/api/shop/products/category/{{category_id}},Active
399,"Other / ungrouped","Products - All APIs","List Products","Products - All APIs > Admin (Bearer token)",GET,/api/admin/products,Active
400,"Other / ungrouped","Products - All APIs","Add Product (JSON – URL-only images)","Products - All APIs > Admin (Bearer token)",POST,/api/admin/products,Active
401,"Other / ungrouped","Products - All APIs","Get Product Details","Products - All APIs > Admin (Bearer token)",GET,/api/admin/products/{{product_id}},Active
402,"Other / ungrouped","Products - All APIs","Update Product (Multipart – same as Add Product)","Products - All APIs > Admin (Bearer token)",PUT,/api/admin/products/{{product_id}},Active
403,"Other / ungrouped","Products - All APIs","Delete Product","Products - All APIs > Admin (Bearer token)",DELETE,/api/admin/products/{{product_id}},Active
404,"Other / ungrouped","Products - All APIs","Toggle Status","Products - All APIs > Admin (Bearer token)",POST,/api/admin/products/{{product_id}}/toggle-status,Active
405,"Other / ungrouped","Products - All APIs","Bulk Delete","Products - All APIs > Admin (Bearer token)",POST,/api/admin/products/bulk-delete,Active
406,"Other / ungrouped","Products - All APIs","Bulk Update Status","Products - All APIs > Admin (Bearer token)",POST,/api/admin/products/bulk-update-status,Active
407,"Other / ungrouped","Products - All APIs","Bulk Update Stock","Products - All APIs > Admin (Bearer token)",POST,/api/admin/products/bulk-update-stock,Active
